Profile_mean numeric,Profile_stdev numeric,Profile_skewness numeric,Profile_kurtosis numeric,DM_mean numeric,DM_stdev numeric,DM_skewness numeric,DM_kurtosis numeric,class
99.3671875,41.57220208,3.423208148,5.945992024,27.55518395,61.71901588,5.348077571,5.639655739,1
120.5546875,45.54990543,2.158935179,2.211794695,1.358695652,13.07903424,16.45141104,214.574005,1
27.765625,28.66604164,7.646098573,39.21089478,73.11287625,62.07021971,4.407475617,3.059895824,1
23.625,29.94865398,7.564049416,37.7790575,146.5685619,82.39462399,2.864368013,0.855127322,1
94.5859375,35.77982308,3.063319864,5.479355301,6.071070234,29.76039993,8.458036438,30.67502359,1
123.46875,45.47508547,2.221791866,2.439300905,32.91973244,65.09419657,4.74480796,2.84833934,1
35.15625,30.2377138,6.079486001,26.27857658,34.10117057,62.57739528,5.029289893,4.549108253,1
18.1171875,29.29766978,8.322716739,46.39347349,50.10785953,66.32182537,4.595693002,3.312157196,1
44.8671875,45.69333429,4.764750593,10.60255854,176.1195652,59.73772038,1.353893033,4.91788903,1
26.921875,34.5110058,6.585849617,26.0392864,183.6229097,79.93281529,1.81262213,2.323687704,1
48.2421875,36.49202526,4.811571484,12.68063176,41.5041806,62.89781076,4.611758285,3.282244649,1
110.1953125,54.47549027,2.365796328,1.759964588,19.28010033,56.00214376,6.014760837,8.838867138,1
11.8203125,37.25826955,7.216513022,30.44786097,146.7257525,75.39944935,2.848484651,0.757668867,1
59.4296875,45.39250413,4.051958096,7.45191084,16.4590301,47.31947735,6.223799027,10.91723507,1
88.4375,37.81177685,2.565226762,3.827179736,2.415551839,18.02795281,11.96788297,88.77686988,1
99.2890625,47.39134816,2.57801228,2.834075735,1.627090301,14.68008008,14.13068133,141.527876,1
20.3515625,25.77171107,8.900655996,57.90485837,70.51254181,65.47230523,4.241319558,2.759031601,1
105.5,41.84177787,2.293159861,2.651978976,2.08277592,19.14167399,13.28600279,109.5986307,1
76.5234375,34.08719629,3.900281377,9.923660715,7.983277592,36.657363,8.02815921,25.65232928,1
67.6640625,32.56178678,3.904010922,9.890230183,8.266722408,34.83890201,7.932651382,26.00902317,1
42.578125,46.63833746,4.717569557,9.624705323,12.97157191,38.49884932,6.938997113,16.96780964,1
60.6328125,47.56473731,4.277291738,7.650151466,93.58695652,89.54225828,3.523156834,0.657950043,1
65.2265625,35.69690437,4.167901885,11.91036479,15.51505017,48.87242564,6.324636338,11.14101116,1
41.2109375,31.94664799,5.763532454,21.68969622,88.33361204,78.91144803,3.727731529,1.169703929,1
8.2265625,32.5579327,7.772495494,37.07912434,184.5259197,62.91485857,2.120006159,2.153936277,1
69.2109375,45.26616637,3.900302013,6.276977014,2.546822742,18.20122515,13.13686253,111.099282,1
100.2578125,47.57021884,2.355207629,2.668304878,5.2090301,31.04856136,9.214773798,38.21989781,1
14.90625,29.39053778,9.086672009,54.81835124,124.2617057,75.63747526,3.019399653,1.004004716,1
40.7890625,30.65678258,6.989492239,34.54421086,55.21237458,78.39269585,4.300741726,1.98065135,1
11.9765625,29.57761634,9.426933075,58.32963296,128.0200669,73.431466,3.014797946,1.077743152,1
99.8359375,39.32432798,2.461867899,3.000514049,2.169732441,15.91723326,12.89026025,114.6109141,1
19.9609375,34.09646296,7.380922064,32.89176268,125.264214,82.36350068,2.997735764,0.826186326,1
37.6640625,39.51290876,5.371267917,14.92693305,7.785117057,27.56202757,8.154155353,31.16072931,1
11.21875,30.97351124,7.868376172,39.66062721,97.44565217,76.52752946,3.330812892,0.956760169,1
105.046875,47.0855039,2.284045536,2.123640022,3.5409699,26.12980513,10.71778621,59.34468876,1
31.5078125,50.32503665,5.28318757,12.36002684,50.03762542,62.76227449,4.647319184,3.429323578,1
65.796875,46.20510648,4.165102033,8.027168894,20.37207358,51.02207394,6.080961261,10.43415796,1
95.9921875,37.4565365,2.340611722,3.947604708,0.95819398,12.08525698,18.7585165,276.2960563,1
41.375,39.76532723,5.678029633,17.84810781,23.66053512,55.42796537,5.591245854,7.141083932,1
80.640625,56.30882124,3.357017502,3.744022061,27.80769231,63.85544771,5.319019393,5.331867715,1
42.0234375,33.02708757,5.544896781,21.43989136,87.90468227,86.47995077,3.398318893,0.47263413,1
53.7890625,30.06208481,5.107816557,19.80354102,30.67056856,67.75205759,5.112227461,4.313531755,1
46.171875,36.15831279,5.170624106,15.3822184,14.00501672,43.68747295,6.563300243,13.5410608,1
37.3046875,41.06579298,5.529745029,15.51421936,51.10618729,64.88992167,4.477842894,3.037275331,1
84.7421875,40.00727397,3.24496817,5.603959203,5.736622074,32.04731081,9.118872311,38.12495079,1
69.2109375,36.15237984,4.478633548,12.82488014,11.81354515,41.38266061,7.041927848,17.12889541,1
91.828125,34.11174408,3.322693249,7.057174523,3.741638796,25.31736958,10.37437022,55.55904922,1
50.609375,35.50203215,5.543250397,18.26185288,11.73578595,39.9579891,7.121576712,18.34152534,1
23.734375,31.60658663,7.361051636,33.66892967,32.78177258,57.9005609,5.159293737,5.591674802,1
73.6015625,37.38928236,3.854311261,8.868428844,5.881270903,30.21748287,8.897867627,35.88675492,1
35.0703125,39.30672326,6.398669965,22.85546099,27.60535117,61.69331397,5.154217654,4.473894399,1
22.515625,30.84132383,7.57782412,36.36611115,74.82692308,71.16992463,3.942355544,1.837990954,1
23.671875,31.17769369,7.03330234,32.13849388,69.51086957,62.25601782,4.486012126,3.158256793,1
47.484375,36.88452936,5.174811242,13.92139777,24.3812709,55.06566573,5.635068188,7.57541675,1
97.09375,48.40542285,2.525235684,2.283193199,5.063545151,28.42815227,9.118956678,38.27704302,1
12.203125,31.2170725,7.802265953,38.64192108,98.86789298,77.91638134,3.29618901,0.89592967,1
80.140625,34.42626504,3.573890199,8.005249887,7.822742475,38.34193567,8.187273209,26.7792527,1
34.6640625,34.03703804,6.415886651,25.43246729,39.85785953,68.72288055,4.861929772,3.865160645,1
80.5234375,54.07618538,3.266961493,3.074177854,66.31187291,77.54995516,4.00941695,1.498599659,1
109.328125,47.41853365,2.150190901,2.085250637,5.330267559,29.46213125,9.109036944,38.42039513,1
23.984375,30.68615943,7.32867971,33.96832807,88.47073579,65.77738106,3.76280785,2.021282015,1
55.1875,35.72677349,4.082262473,10.35410613,32.5083612,59.49815851,4.952013789,4.420412832,1
38.578125,49.80612559,5.301790679,12.5313218,115.3687291,80.90212712,3.140954655,0.851385796,1
74.25,40.62653843,3.457940644,5.495854065,10.81939799,41.9128634,7.275366887,18.53623127,1
58.4375,47.26963051,4.024550337,6.475178307,55.52006689,74.83821189,4.277385921,1.949169799,1
101.4765625,38.995786,3.269156031,5.703307137,16.89464883,51.28790079,6.351580322,11.53307599,1
27.5234375,30.95610926,6.5530576,27.65699115,32.05183946,59.16230147,5.1639002,5.311292829,1
42.3515625,44.29527871,5.051935179,11.91305348,36.95568562,65.24427121,4.933415146,4.186102581,1
57.3984375,44.95524508,4.514760909,9.501558556,59.05016722,85.54686852,4.28031106,1.726463818,1
61.03125,39.23266685,4.091459058,8.285458258,16.41304348,50.75424391,6.414823823,11.80830811,1
90.0703125,46.31316356,3.28598079,4.830635996,3.030936455,17.28687362,11.44230523,84.60456401,1
32.625,30.0702303,7.883020727,42.29335136,27.67809365,60.52603206,5.484768883,6.543203485,1
69.234375,42.41912975,3.886636324,7.552780075,12.01839465,44.85330601,7.1028452,16.92079427,1
58.1484375,39.40338061,4.280048441,9.725200568,30.61371237,60.97807555,5.043027652,4.422568212,1
46.5703125,29.19778555,6.530380728,31.05873598,21.29180602,56.49477704,5.878327406,8.361222826,1
30.3359375,35.84259803,6.714864869,26.57544961,73.26505017,62.77812351,4.05125782,2.573026933,1
120.890625,51.21236947,2.362559596,1.80788781,22.35284281,58.23467043,5.613793173,6.660465389,1
44.796875,30.17303209,6.611214937,29.7519868,30.69314381,61.82819804,5.295900378,5.750371311,1
45.09375,28.60955847,6.032471445,27.9900884,34.56521739,67.78224722,5.011279515,4.148693059,1
83.359375,34.93760831,2.646653592,4.839125227,1.439799331,15.81722172,15.22639865,154.92398,1
78.265625,42.30848105,3.449746715,5.76645562,8.524247492,34.89387035,7.785769477,24.45774367,1
78.0546875,44.6946775,3.431134563,5.541237722,137.4874582,83.12858644,2.513607605,1.052954433,1
57.8671875,35.14509458,5.268925029,16.42518296,24.85702341,57.36983632,5.688739158,7.680429602,1
18.765625,45.88785317,5.451500195,14.1571008,147.6220736,66.28125676,2.762532737,1.069623253,1
92.46875,37.78949455,2.523803956,3.84749443,0.864548495,11.98340745,18.49471678,258.4011323,1
54.7421875,32.33763435,5.221049466,18.27675621,32.77424749,59.42004441,4.960671248,4.418438413,1
19.4140625,46.19109887,5.581025475,14.83794343,96.02842809,61.41001406,3.75009472,1.782420806,1
37.25,30.95132267,6.313523741,27.03545691,73.23494983,82.84329093,4.004268928,1.360782209,1
68.1015625,34.94836366,3.983820101,10.23425369,5.709866221,31.01071025,9.002148885,36.57665027,1
35.6171875,33.15237574,7.044651086,30.83790951,58.40635452,69.24761995,4.232458383,2.300005056,1
64.75,37.355346,4.576933145,11.55102264,33.52006689,63.08915308,4.992224844,4.379545178,1
92.7734375,47.72188551,2.877213626,3.153008506,43.40050167,74.42784636,4.545144425,2.40765579,1
74.515625,34.35408099,3.739249842,9.378295226,5.974916388,31.30726522,8.626150682,31.89591759,1
